Dept.,Course,Start Date,Start Time,Duration (Mins),End Date,End Time,Location,Availability
LALS,ALDS 4801 A,Dec-18-2024,19:00,120,Dec-18-2024,21:00,NI 4050,Fixed Duration
LALS,CHIN 1010 A,Dec-15-2024,14:00,120,Dec-15-2024,16:00,TB 238,Fixed Duration
LALS,CHIN 1110 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,TB 238,Fixed Duration
LALS,GERM 1010 A,Dec-19-2024,14:00,120,Dec-19-2024,16:00,NN 231,Fixed Duration
LALS,GERM 1010 B,Dec-19-2024,14:00,120,Dec-19-2024,16:00,NN 231,Fixed Duration
LALS,GERM 1010 D,Dec-13-2024,14:00,120,Dec-13-2024,16:00,TB 206,Fixed Duration
LALS,GERM 2110 A,Dec-10-2024,19:00,150,Dec-10-2024,21:30,TB 217,Fixed Duration
LALS,JAPA 1010 A,Dec-14-2024,09:00,120,Dec-14-2024,11:00,AT 301,Fixed Duration
LALS,JAPA 1010 B,Dec-14-2024,09:00,120,Dec-14-2024,11:00,AT 301,Fixed Duration
LALS,JAPA 1010 C,Dec-14-2024,09:00,120,Dec-14-2024,11:00,AT 301,Fixed Duration
LALS,JAPA 1010 D,Dec-14-2024,09:00,120,Dec-14-2024,11:00,AT 301,Fixed Duration
LALS,JAPA 1110 A,Dec-11-2024,09:00,120,Dec-11-2024,11:00,TB 206,Fixed Duration
LALS,JAPA 4010 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,TB 206,Fixed Duration
LALS,KORE 1010 A,Dec-10-2024,09:00,120,Dec-10-2024,11:00,NI 4010,Fixed Duration
LALS,KORE 1010 B,Dec-10-2024,09:00,120,Dec-10-2024,11:00,NI 4010,Fixed Duration
LALS,KORE 1010 D,Dec-10-2024,09:00,120,Dec-10-2024,11:00,NI 4010,Fixed Duration
LALS,KORE 2010 A,Dec-12-2024,09:00,120,Dec-12-2024,11:00,TB 446,Fixed Duration
LALS,LING 1001 A,Dec-14-2024,14:00,180,Dec-14-2024,17:00,AH,Fixed Duration
LALS,LING 2005 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,FH,Fixed Duration
LALS,LING 2604 A,Dec-20-2024,19:00,180,Dec-20-2024,22:00,AT 102,Fixed Duration
LALS,LING 3007 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
LALS,LING 3603 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,AT 101,Fixed Duration
LALS,LING 3604 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,TB 208,Fixed Duration
LALS,RUSS 1010 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 238,Fixed Duration
LALS,RUSS 2010 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 219,Fixed Duration
LAWS,LAWS 1001 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,FH,Fixed Duration
LAWS,LAWS 1001 B,Dec-09-2024,09:00,90,Dec-09-2024,10:30,ON LINE,Fixed Duration
LAWS,LAWS 1001 C,Dec-12-2024,14:00,120,Dec-12-2024,16:00,ON LINE,Fixed Duration
LAWS,LAWS 2201 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,HS 1301,Fixed Duration
LAWS,LAWS 2202 A,Dec-09-2024,21:00,180,Dec-12-2024,21:00,ON LINE,Fixed Within Range
LAWS,LAWS 2202 B,Dec-13-2024,14:00,90,Dec-13-2024,15:30,ON LINE,Fixed Duration
LAWS,LAWS 2301 A,Dec-14-2024,19:00,120,Dec-14-2024,21:00,AT 102,Fixed Duration
LAWS,LAWS 2301 B,Dec-12-2024,09:00,180,Dec-12-2024,12:00,ON LINE,Fixed Duration
LAWS,LAWS 2302 A,Dec-09-2024,19:00,120,Dec-09-2024,21:00,AH,Fixed Duration
LAWS,LAWS 2302 B,Dec-09-2024,19:00,120,Dec-09-2024,21:00,AH,Fixed Duration
LAWS,LAWS 2302 C,Dec-13-2024,12:00,180,Dec-17-2024,23:00,ON LINE,Fixed Within Range
LAWS,LAWS 2501 B,Dec-09-2024,11:00,90,Dec-10-2024,11:00,ON LINE,Fixed Within Range
LAWS,LAWS 2502 A,Dec-15-2024,14:00,120,Dec-15-2024,16:00,ON LINE,Fixed Duration
LAWS,LAWS 2601 A,Dec-10-2024,17:00,60,Dec-11-2024,17:00,ON LINE,Fixed Within Range
LAWS,LAWS 2601 B,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AT 102,Fixed Duration
LAWS,LAWS 2908 B,Dec-20-2024,14:00,120,Dec-20-2024,16:00,ON LINE,Fixed Duration
LAWS,LAWS 3003 A,Dec-10-2024,21:00,180,Dec-13-2024,21:00,ON LINE,Fixed Within Range
LAWS,LAWS 3104 A,Dec-17-2024,09:00,120,Dec-17-2024,11:00,AT 302,Fixed Duration
LAWS,LAWS 3202 A,Dec-14-2024,10:00,,Dec-19-2024,10:00,ON LINE,Range
LAWS,LAWS 3305 A,Dec-11-2024,09:00,120,Dec-11-2024,11:00,FH,Fixed Duration
LAWS,LAWS 3306 A,Dec-20-2024,19:00,180,Dec-20-2024,22:00,AT 301,Fixed Duration
LAWS,LAWS 3307 A,Dec-12-2024,12:00,180,Dec-16-2024,23:00,ON LINE,Fixed Within Range
LAWS,LAWS 3308 B,Dec-09-2024,09:00,180,Dec-09-2024,12:00,ON LINE,Fixed Duration
LAWS,LAWS 3309 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,AT 102,Fixed Duration
LAWS,LAWS 3504 A,Dec-12-2024,09:00,90,Dec-12-2024,10:30,ON LINE,Fixed Duration
LAWS,LAWS 3506 A,Dec-09-2024,14:00,,Dec-14-2024,14:00,ON LINE,Range
LAWS,LAWS 3604 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,RB 2308,Fixed Duration
LAWS,LAWS 3604 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,RB 2311,Fixed Duration
LAWS,LAWS 4106 B,Dec-13-2024,10:00,480,Dec-14-2024,10:00,ON LINE,Fixed Within Range
LAWS,LAWS 4303 A,Dec-11-2024,19:00,180,Dec-11-2024,22:00,ON LINE,Fixed Duration
LAWS,LAWS 4702 A,Dec-11-2024,14:00,120,Dec-11-2024,16:00,TB 238,Fixed Duration
LAWS,LAWS 4801 B,Dec-13-2024,09:00,180,Dec-13-2024,12:00,ON LINE,Fixed Duration
MAAE,AERO 2001 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
MAAE,AERO 3240 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,FH,Fixed Duration
MAAE,AERO 3700 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,AT 101,Fixed Duration
MAAE,AERO 4003 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,AT 301,Fixed Duration
MAAE,AERO 4302 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,FH,Fixed Duration
MAAE,AERO 4306 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
MAAE,AERO 4446 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,HS 1301,Fixed Duration
MAAE,AERO 4540 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,FH,Fixed Duration
MAAE,AERO 4608 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 236,Fixed Duration
MAAE,AERO 4842 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,FH,Fixed Duration
MAAE,ECOR 1048 A,Dec-21-2024,14:00,180,Dec-21-2024,17:00,FH,Fixed Duration
MAAE,ECOR 1048 B,Dec-21-2024,14:00,180,Dec-21-2024,17:00,FH,Fixed Duration
MAAE,EGEN 5504 F,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NN 279,Fixed Duration
MAAE,MAAE 2001 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
MAAE,MAAE 2101 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2101 B,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2101 C,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2202 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,FH,Fixed Duration
MAAE,MAAE 2202 B,Dec-13-2024,09:00,180,Dec-13-2024,12:00,FH,Fixed Duration
MAAE,MAAE 2300 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2300 B,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2300 C,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2400 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,AT 101,Fixed Duration
MAAE,MAAE 2400 B,Dec-13-2024,14:00,180,Dec-13-2024,17:00,AT 301,Fixed Duration
MAAE,MAAE 2700 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,FH,Fixed Duration
MAAE,MAAE 2700 B,Dec-11-2024,14:00,180,Dec-11-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3004 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3004 B,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3202 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3202 B,Dec-19-2024,14:00,180,Dec-19-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3300 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,FH,Fixed Duration
MAAE,MAAE 3300 B,Dec-10-2024,14:00,180,Dec-10-2024,17:00,FH,Fixed Duration
MAAE,MAAE 4102 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,NI 4010,Fixed Duration
MAAE,MAAE 4902 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,TB 208,Fixed Duration
MAAE,MAAE 4904 A,Dec-18-2024,14:00,120,Dec-18-2024,16:00,NN 280,Fixed Duration
MAAE,MECH 3310 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 342,Fixed Duration
MAAE,MECH 4003 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,NI 3020,Fixed Duration
MAAE,MECH 4006 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,TB 208,Fixed Duration
MAAE,MECH 4104 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,TB 204,Fixed Duration
MAAE,MECH 4105 A,Dec-14-2024,14:00,180,Dec-14-2024,17:00,TB 208,Fixed Duration
MAAE,MECH 4210 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 202,Fixed Duration
MAAE,MECH 4406 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,AT 101,Fixed Duration
MAAE,MECH 4501 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,MC 5010,Fixed Duration
MAAE,MECH 4503 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NN 376,Fixed Duration
MAAE,MECH 4604 A,Dec-14-2024,14:00,180,Dec-14-2024,17:00,NI 4050,Fixed Duration
MAAE,MECH 4705 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 208,Fixed Duration
MAAE,MECH 4806 A,Dec-12-2024,14:00,120,Dec-12-2024,16:00,TB 204,Fixed Duration
MAAE,MECH 5000 F,Dec-09-2024,14:00,180,Dec-09-2024,17:00,TB 217,Fixed Duration
MAAE,MECH 5103 F,Dec-20-2024,19:00,180,Dec-20-2024,22:00,NI 4050,Fixed Duration
MAAE,MECH 5205 F,Dec-16-2024,14:00,120,Dec-16-2024,16:00,TB 446,Fixed Duration
MAAE,MECH 5609 F,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 204,Fixed Duration
MAAE,SREE 3001 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 208,Fixed Duration
MAAE,SREE 3001 B,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 208,Fixed Duration
MAAE,SREE 4001 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NN 182,Fixed Duration
MATH,MATH 0005 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,TB 202,Fixed Duration
MATH,MATH 1004 A,Dec-14-2024,19:00,180,Dec-14-2024,22:00,FH,Fixed Duration
MATH,MATH 1004 B,Dec-14-2024,19:00,180,Dec-14-2024,22:00,FH,Fixed Duration
MATH,MATH 1004 C,Dec-14-2024,19:00,180,Dec-14-2024,22:00,FH,Fixed Duration
MATH,MATH 1004 D,Dec-14-2024,19:00,180,Dec-14-2024,22:00,FH,Fixed Duration
MATH,MATH 1004 E,Dec-14-2024,19:00,180,Dec-14-2024,22:00,AH,Fixed Duration
MATH,MATH 1004 F,Dec-14-2024,19:00,180,Dec-14-2024,22:00,AH,Fixed Duration
MATH,MATH 1005 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1005 B,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1005 C,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1005 D,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1005 E,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1005 F,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
MATH,MATH 1007 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1007 B,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1007 C,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1007 D,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1007 E,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1007 F,Dec-18-2024,14:00,180,Dec-18-2024,17:00,FH,Fixed Duration
MATH,MATH 1009 A,Dec-15-2024,09:00,180,Dec-15-2024,12:00,AH,Fixed Duration
MATH,MATH 1009 B,Dec-15-2024,09:00,180,Dec-15-2024,12:00,AH,Fixed Duration
MATH,MATH 1052 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AH,Fixed Duration
MATH,MATH 1104 A,Dec-13-2024,19:00,180,Dec-13-2024,22:00,AH,Fixed Duration
MATH,MATH 1104 B,Dec-13-2024,19:00,180,Dec-13-2024,22:00,AH,Fixed Duration
MATH,MATH 1107 E,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AH,Fixed Duration
MATH,MATH 1107 F,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AH,Fixed Duration
MATH,MATH 1152 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,FH,Fixed Duration
MATH,MATH 1800 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,AT 302,Fixed Duration
MATH,MATH 2000 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
MATH,MATH 2004 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,FH,Fixed Duration
MATH,MATH 2007 A,Dec-19-2024,19:00,180,Dec-19-2024,22:00,FH,Fixed Duration
MATH,MATH 2008 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,TB 238,Fixed Duration
MATH,MATH 2100 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 210,Fixed Duration
MATH,MATH 2107 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
MATH,MATH 2404 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,NN 180,Fixed Duration
MATH,MATH 2454 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,TB 210,Fixed Duration
MATH,MATH 3001 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,TB 215,Fixed Duration
MATH,MATH 3057 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 230,Fixed Duration
MATH,MATH 3106 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 230,Fixed Duration
MATH,MATH 3705 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AH,Fixed Duration
MATH,MATH 3705 B,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AH,Fixed Duration
MATH,MATH 3800 A,Dec-13-2024,14:00,150,Dec-13-2024,16:30,NI 3020,Fixed Duration
MATH,MATH 3801 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AT 301,Fixed Duration
MATH,MATH 3804 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
MATH,MATH 3804 B,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
MATH,MATH 3806 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 230,Fixed Duration
MATH,MATH 3809 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,NN 374,Fixed Duration
MATH,MATH 3825 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 206,Fixed Duration
MATH,MATH 3855 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 206,Fixed Duration
MATH,MATH 4007 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 210,Fixed Duration
MATH,MATH 4107 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 202,Fixed Duration
MATH,MATH 4708 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 206,Fixed Duration
MATH,MATH 4821 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,TB 206,Fixed Duration
MATH,MATH 5001 F,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 202,Fixed Duration
MATH,MATH 5007 F,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 210,Fixed Duration
MATH,MATH 5408 F,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 206,Fixed Duration
MATH,MATH 5818 F,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 217,Fixed Duration
MATH,MATH 5821 F,Dec-19-2024,09:00,180,Dec-19-2024,12:00,TB 206,Fixed Duration
MATH,STAT 2507 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
MATH,STAT 2507 B,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
MATH,STAT 2507 C,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
MATH,STAT 2507 D,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
MATH,STAT 2509 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,FH,Fixed Duration
MATH,STAT 2601 A,Dec-13-2024,09:00,120,Dec-13-2024,11:00,FH,Fixed Duration
MATH,STAT 2601 B,Dec-13-2024,09:00,120,Dec-13-2024,11:00,FH,Fixed Duration
MATH,STAT 2601 C,Dec-13-2024,09:00,120,Dec-13-2024,11:00,FH,Fixed Duration
MATH,STAT 2602 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,NI 4010,Fixed Duration
MATH,STAT 2605 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,FH,Fixed Duration
MATH,STAT 2655 A,Dec-14-2024,14:00,180,Dec-14-2024,17:00,AT 101,Fixed Duration
MATH,STAT 3503 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,AT 102,Fixed Duration
MATH,STAT 3507 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AT 102,Fixed Duration
MATH,STAT 3508 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,TB 236,Fixed Duration
MATH,STAT 3553 A,Dec-09-2024,14:00,120,Dec-09-2024,16:00,TB 206,Fixed Duration
MATH,STAT 3558 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 217,Fixed Duration
MATH,STAT 3660 A,Dec-12-2024,09:00,150,Dec-12-2024,11:30,TB 219,Fixed Duration
MATH,STAT 4500 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 236,Fixed Duration
MATH,STAT 4503 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 208,Fixed Duration
MATH,STAT 4603 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 180,Fixed Duration
MATH,STAT 4660 A,Dec-20-2024,14:00,150,Dec-20-2024,16:30,TB 215,Fixed Duration
MATH,STAT 5504 F,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 180,Fixed Duration
MATH,STAT 5509 F,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 208,Fixed Duration
MATH,STAT 5600 F,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 236,Fixed Duration
NEUR,NEUR 1202 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,AH,Fixed Duration
NEUR,NEUR 1202 B,Dec-16-2024,14:00,180,Dec-16-2024,17:00,FH,Fixed Duration
NEUR,NEUR 2001 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
NEUR,NEUR 2201 A,Dec-16-2024,22:00,120,Dec-18-2024,10:00,ON LINE,Fixed Within Range
NEUR,NEUR 3001 A,Dec-11-2024,19:00,180,Dec-11-2024,22:00,AH,Fixed Duration
NEUR,NEUR 3206 A,Dec-20-2024,14:00,120,Dec-22-2024,14:00,HS 1301,Fixed Within Range
NEUR,NEUR 3303 A,Dec-12-2024,09:00,120,Dec-14-2024,15:00,ON LINE,Fixed Within Range
NEUR,NEUR 3304 A,Dec-09-2024,14:00,120,Dec-09-2024,16:00,AH,Fixed Duration
NEUR,NEUR 3403 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,NN 231,Fixed Duration
NEUR,NEUR 3502 A,Dec-09-2024,19:00,180,Dec-09-2024,22:00,AH,Fixed Duration
PADM,PADM 4615 F,Dec-16-2024,11:30,180,Dec-16-2024,14:30,TB 210,Fixed Duration
PADM,PADM 5122 A,Dec-11-2024,17:30,180,Dec-11-2024,20:30,TB 236,Fixed Duration
PADM,PADM 5122 F,Dec-10-2024,11:30,180,Dec-10-2024,14:30,TB 236,Fixed Duration
PADM,PADM 5126 F,Dec-16-2024,11:30,120,Dec-16-2024,13:30,TB 206,Fixed Duration
PADM,PADM 5127 F,Dec-17-2024,11:30,120,Dec-17-2024,13:30,NN 280,Fixed Duration
PADM,PADM 5515 F,Dec-16-2024,11:30,180,Dec-16-2024,14:30,TB 210,Fixed Duration
PADM,PADM 5572 F,Dec-10-2024,17:30,180,Dec-10-2024,20:30,TB 236,Fixed Duration
PHIL,FYSM 1210 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 236,Fixed Duration
PHIL,PHIL 1550 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,AH,Fixed Duration
PHIL,PHIL 2001 A,Dec-19-2024,19:00,180,Dec-19-2024,22:00,ON LINE,Fixed Duration
PHIL,PHIL 2001 B,Dec-15-2024,19:00,180,Dec-15-2024,22:00,AH,Fixed Duration
PHIL,PHIL 2340 A,Dec-18-2024,08:30,180,Dec-18-2024,20:00,ON LINE,Fixed Within Range
PHIL,PHIL 2380 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,FH,Fixed Duration
PHIL,PHIL 2501 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,AH,Fixed Duration
PHYS,PHYS 1001 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,AT 301,Fixed Duration
PHYS,PHYS 1003 A,Dec-17-2024,17:00,120,Dec-18-2024,17:00,ON LINE,Fixed Within Range
PHYS,PHYS 1004 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,AT 102,Fixed Duration
PHYS,PHYS 1007 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,AH,Fixed Duration
PHYS,PHYS 1007 B,Dec-19-2024,14:00,180,Dec-19-2024,17:00,AH,Fixed Duration
PHYS,PHYS 1901 T,Dec-10-2024,09:00,180,Dec-10-2024,12:00,ON LINE,Fixed Duration
PHYS,PHYS 1905 T,Dec-11-2024,10:00,120,Dec-11-2024,22:00,ON LINE,Fixed Within Range
PHYS,PHYS 2004 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,FH,Fixed Duration
PHYS,PHYS 2203 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,TB 206,Fixed Duration
PHYS,PHYS 2401 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 447,Fixed Duration
PHYS,PHYS 2604 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,FH,Fixed Duration
PHYS,PHYS 2801 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 217,Fixed Duration
PHYS,PHYS 3308 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 340,Fixed Duration
PHYS,PHYS 3701 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 236,Fixed Duration
PHYS,PHYS 3802 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 202,Fixed Duration
PHYS,PHYS 4203 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 236,Fixed Duration
PHYS,PHYS 4707 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 182,Fixed Duration
PHYS,PHYS 4807 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,HP 3349,Fixed Duration
PHYS,PHYS 5002 F,Dec-16-2024,14:00,180,Dec-16-2024,17:00,HP 3349,Fixed Duration
PHYS,PHYS 5203 F,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 208,Fixed Duration
PHYS,PHYS 5313 F,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 236,Fixed Duration
PHYS,PHYS 6701 F,Dec-17-2024,14:00,,Dec-20-2024,14:00,ON LINE,Range
PSCI,GPOL 2500 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 236,Fixed Duration
PSCI,GPOL 3000 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,ON LINE,Fixed Duration
PSCI,PSCI 1100 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,AH,Fixed Duration
PSCI,PSCI 1200 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,FH,Fixed Duration
PSCI,PSCI 2002 A,Dec-11-2024,14:00,120,Dec-11-2024,16:00,AT 302,Fixed Duration
PSCI,PSCI 2003 A,Dec-15-2024,17:00,,Dec-18-2024,17:00,ON LINE,Range
PSCI,PSCI 2003 B,Dec-15-2024,17:00,,Dec-18-2024,17:00,ON LINE,Range
PSCI,PSCI 2102 A,Dec-20-2024,14:00,150,Dec-20-2024,16:30,AT 101,Fixed Duration
PSCI,PSCI 2602 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,AT 102,Fixed Duration
PSCI,PSCI 2702 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,FH,Fixed Duration
PSCI,PSCI 3204 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,AT 302,Fixed Duration
PSCI,PSCI 3207 A,Dec-13-2024,13:00,120,Dec-14-2024,13:00,ON LINE,Fixed Within Range
PSCI,PSCI 3300 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,NN 378,Fixed Duration
PSCI,PSCI 3312 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,TB 238,Fixed Duration
PSCI,PSCI 3410 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,NN 231,Fixed Duration
PSCI,PSCI 3805 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
PSCI,PSCI 5915 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,TB 230,Fixed Duration
