Dept.,Course,Start Date,Start Time,Duration (Mins),End Date,End Time,Location,Availability
COMP,COMP 1005 E,Dec-17-2024,14:00,120,Dec-17-2024,16:00,FH,Fixed Duration
COMP,COMP 1006 A,Dec-20-2024,14:00,120,Dec-20-2024,16:00,AH,Fixed Duration
COMP,COMP 1405 A,Dec-17-2024,14:00,120,Dec-17-2024,16:00,FH,Fixed Duration
COMP,COMP 1405 C,Dec-17-2024,14:00,120,Dec-17-2024,16:00,FH,Fixed Duration
COMP,COMP 1405 D,Dec-17-2024,14:00,120,Dec-17-2024,16:00,FH,Fixed Duration
COMP,COMP 1405 E,Dec-17-2024,14:00,120,Dec-17-2024,16:00,FH,Fixed Duration
COMP,COMP 1406 A,Dec-20-2024,14:00,120,Dec-20-2024,16:00,AH,Fixed Duration
COMP,COMP 1805 A,Dec-13-2024,11:00,120,Dec-15-2024,11:00,ON LINE,Fixed Within Range
COMP,COMP 1805 B,Dec-13-2024,11:00,120,Dec-15-2024,11:00,ON LINE,Fixed Within Range
COMP,COMP 1805 C,Dec-13-2024,11:00,120,Dec-15-2024,11:00,ON LINE,Fixed Within Range
COMP,COMP 2108 A,Dec-11-2024,14:00,120,Dec-11-2024,16:00,FH,Fixed Duration
COMP,COMP 2401 A,Dec-18-2024,09:00,120,Dec-18-2024,11:00,FH,Fixed Duration
COMP,COMP 2401 B,Dec-18-2024,09:00,120,Dec-18-2024,11:00,FH,Fixed Duration
COMP,COMP 2401 C,Dec-18-2024,09:00,120,Dec-18-2024,11:00,FH,Fixed Duration
COMP,COMP 2401 D,Dec-17-2024,14:00,120,Dec-17-2024,16:00,NN 231,Fixed Duration
COMP,COMP 2402 A,Dec-20-2024,14:00,120,Dec-20-2024,16:00,FH,Fixed Duration
COMP,COMP 2402 B,Dec-20-2024,14:00,120,Dec-20-2024,16:00,FH,Fixed Duration
COMP,COMP 2402 C,Dec-20-2024,14:00,120,Dec-20-2024,16:00,FH,Fixed Duration
COMP,COMP 2404 A,Dec-18-2024,09:00,120,Dec-18-2024,11:00,AH,Fixed Duration
COMP,COMP 2404 B,Dec-18-2024,09:00,120,Dec-18-2024,11:00,AH,Fixed Duration
COMP,COMP 2406 A,Dec-12-2024,09:00,150,Dec-12-2024,11:30,ON LINE,Fixed Duration
COMP,COMP 2406 B,Dec-12-2024,09:00,150,Dec-12-2024,11:30,ON LINE,Fixed Duration
COMP,COMP 2801 A,Dec-18-2024,14:00,90,Dec-18-2024,15:30,ON LINE,Fixed Duration
COMP,COMP 2804 A,Dec-13-2024,09:00,120,Dec-13-2024,11:00,FH,Fixed Duration
COMP,COMP 2804 B,Dec-13-2024,09:00,120,Dec-13-2024,11:00,FH,Fixed Duration
COMP,COMP 3000 A,Dec-20-2024,19:00,120,Dec-20-2024,21:00,AH,Fixed Duration
COMP,COMP 3000 B,Dec-20-2024,19:00,120,Dec-20-2024,21:00,AH,Fixed Duration
COMP,COMP 3007 A,Dec-14-2024,09:00,180,Dec-14-2024,12:00,AH,Fixed Duration
COMP,COMP 3008 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,FH,Fixed Duration
COMP,COMP 3009 A,Dec-9-2024,14:00,150,Dec-9-2024,16:30,TB 208,Fixed Duration
COMP,COMP 3105 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,FH,Fixed Duration
COMP,COMP 3203 A,Dec-17-2024,14:00,120,Dec-17-2024,16:00,AH,Fixed Duration
COMP,COMP 3501 A,Dec-15-2024,09:00,150,Dec-15-2024,11:30,TB 210,Fixed Duration
COMP,COMP 3801 A,Dec-12-2024,14:00,150,Dec-12-2024,16:30,TB 206,Fixed Duration
COMP,COMP 3803 A,Dec-9-2024,09:00,120,Dec-9-2024,11:00,AT 301,Fixed Duration
COMP,COMP 3804 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
COMP,COMP 3804 B,Dec-20-2024,14:00,180,Dec-20-2024,17:00,FH,Fixed Duration
COMP,COMP 3805 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 206,Fixed Duration
COMP,COMP 4001 A,Dec-16-2024,14:00,90,Dec-16-2024,15:30,ON LINE,Fixed Duration
COMP,COMP 4004 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,FH,Fixed Duration
COMP,COMP 4108 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,FH,Fixed Duration
COMP,COMP 4114 A,Dec-11-2024,09:00,90,Dec-11-2024,10:30,ON LINE,Fixed Duration
CRCJ,CRCJ 1000 A,Dec-13-2024,10:00,,Dec-20-2024,10:00,ON LINE,Range
CRCJ,CRCJ 1000 B,Dec-18-2024,11:00,120,Dec-20-2024,11:00,ON LINE,Fixed Within Range
CRCJ,CRCJ 2100 A,Dec-10-2024,19:00,180,Dec-10-2024,22:00,AT 101,Fixed Duration
CRCJ,CRCJ 2200 A,Dec-20-2024,09:00,120,Dec-20-2024,11:00,ON LINE,Fixed Duration
CRCJ,CRCJ 3001 A,Dec-18-2024,19:00,180,Dec-18-2024,22:00,AT 102,Fixed Duration
ECON,ECON 0005 A,Dec-16-2024,14:00,120,Dec-16-2024,16:00,NN 231,Fixed Duration
ECON,ECON 1001 A,Dec-13-2024,14:00,150,Dec-13-2024,16:30,FH,Fixed Duration
ECON,ECON 1001 B,Dec-13-2024,14:00,150,Dec-13-2024,16:30,FH,Fixed Duration
ECON,ECON 1001 C,Dec-13-2024,14:00,150,Dec-13-2024,16:30,ON LINE,Fixed Duration
ECON,ECON 1001 D,Dec-13-2024,14:00,150,Dec-13-2024,16:30,FH,Fixed Duration
ECON,ECON 1001 E,Dec-13-2024,14:00,150,Dec-13-2024,16:30,FH,Fixed Duration
ECON,ECON 1401 A,Dec-10-2024,19:00,180,Dec-10-2024,22:00,AH,Fixed Duration
ECON,ECON 1402 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AT 101,Fixed Duration
ECON,ECON 2001 A,Dec-16-2024,19:00,120,Dec-16-2024,21:00,TB 208,Fixed Duration
ECON,ECON 2009 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 202,Fixed Duration
ECON,ECON 2020 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,AT 102,Fixed Duration
ECON,ECON 2030 E,Dec-9-2024,09:00,180,Dec-9-2024,12:00,ON LINE,Fixed Duration
ECON,ECON 2102 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,FH,Fixed Duration
ECON,ECON 2102 B,Dec-11-2024,14:00,180,Dec-11-2024,17:00,ON LINE,Fixed Duration
ECON,ECON 2103 E,Dec-14-2024,19:00,150,Dec-14-2024,21:30,NI 3030,Fixed Duration
ECON,ECON 2210 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AT 102,Fixed Duration
ECON,ECON 2210 B,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AT 302,Fixed Duration
ECON,ECON 2220 E,Dec-19-2024,14:00,180,Dec-19-2024,17:00,AT 102,Fixed Duration
ECON,ECON 3001 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,TB 238,Fixed Duration
ECON,ECON 3050 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,NI 4010,Fixed Duration
ECON,ECON 3360 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,ON LINE,Fixed Duration
ECON,ECON 3403 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,AT 302,Fixed Duration
ECON,ECON 3405 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,AT 302,Fixed Duration
ECON,ECON 3804 A,Dec-14-2024,14:00,120,Dec-14-2024,16:00,AT 102,Fixed Duration
ECON,ECON 3856 A,Dec-17-2024,19:00,120,Dec-17-2024,21:00,AH,Fixed Duration
ECON,ECON 3880 Z,Dec-9-2024,14:00,120,Dec-9-2024,16:00,TB 219,Fixed Duration
ECON,ECON 3920 A,Dec-9-2024,09:00,120,Dec-9-2024,11:00,ON LINE,Fixed Duration
ECON,ECON 4001 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,TB 236,Fixed Duration
ECON,ECON 4002 A,Dec-9-2024,14:00,180,Dec-9-2024,17:00,TB 238,Fixed Duration
ECON,ECON 4004 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,TB 219,Fixed Duration
ECON,ECON 4020 A,Dec-17-2024,14:00,120,Dec-17-2024,16:00,NN 282,Fixed Duration
ECON,ECON 4021 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 447,Fixed Duration
ECON,ECON 4026 A,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 230,Fixed Duration
ECON,ECON 4360 A,Dec-20-2024,19:00,180,Dec-20-2024,22:00,TB 238,Fixed Duration
ECON,ECON 4507 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 236,Fixed Duration
ECON,ECON 4706 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 340,Fixed Duration
ECON,ECON 4706 C,Dec-16-2024,09:00,180,Dec-16-2024,12:00,TB 340,Fixed Duration
ECON,ECON 4708 A,Dec-12-2024,09:00,120,Dec-12-2024,11:00,TB 202,Fixed Duration
ECON,ECON 5020 F,Dec-19-2024,14:00,180,Dec-19-2024,17:00,NN 282,Fixed Duration
ECON,ECON 5021 F,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 206,Fixed Duration
ECON,ECON 5022 F,Dec-9-2024,09:00,180,Dec-9-2024,12:00,NN 180,Fixed Duration
ECON,ECON 5027 F,Dec-14-2024,14:00,120,Dec-14-2024,16:00,TB 210,Fixed Duration
ECON,ECON 5051 F,Dec-09-2024,14:00,180,Dec-09-2024,17:00,NI 4050,Fixed Duration
ECON,ECON 5505 F,Dec-10-2024,14:00,180,Dec-10-2024,17:00,TB 230,Fixed Duration
ECON,ECON 5602 F,Dec-19-2024,17:00,,Dec-20-2024,17:00,ON LINE,Range
ECON,ECON 5712 F,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 204,Fixed Duration
ECON,ECON 5880 F,Dec-12-2024,09:00,120,Dec-12-2024,11:00,TB 202,Fixed Duration
ECON,ECON 6501 F,Dec-20-2024,14:00,180,Dec-20-2024,17:00,NN 374,Fixed Duration
ECON,ECON 6503 F,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 219,Fixed Duration
ELEC,ECOR 1044 A,Dec-20-2024,09:00,120,Dec-20-2024,11:00,FH,Fixed Duration
ELEC,ECOR 1044 B,Dec-20-2024,09:00,120,Dec-20-2024,11:00,FH,Fixed Duration
ELEC,EGEN 5305 F,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NN 374,Fixed Duration
ELEC,ELEC 2501 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,FH,Fixed Duration
ELEC,ELEC 2501 B,Dec-12-2024,09:00,180,Dec-12-2024,12:00,FH,Fixed Duration
ELEC,ELEC 2501 C,Dec-12-2024,09:00,180,Dec-12-2024,12:00,FH,Fixed Duration
ELEC,ELEC 2607 A,Dec-19-2024,14:00,180,Dec-19-2024,17:00,AT 101,Fixed Duration
ELEC,ELEC 3105 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,FH,Fixed Duration
ELEC,ELEC 3500 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,TB 208,Fixed Duration
ELEC,ELEC 3508 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,TB 236,Fixed Duration
ELEC,ELEC 3509 A,Dec-9-2024,09:00,180,Dec-9-2024,12:00,AT 102,Fixed Duration
ELEC,ELEC 3605 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,TB 447,Fixed Duration
ELEC,ELEC 3908 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,AT 102,Fixed Duration
ELEC,ELEC 3909 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,FH,Fixed Duration
ELEC,ELEC 4502 A,Dec-11-2024,14:00,180,Dec-11-2024,17:00,TB 204,Fixed Duration
ELEC,ELEC 4503 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 206,Fixed Duration
ELEC,ELEC 4505 A,Dec-9-2024,09:00,90,Dec-9-2024,10:30,TB 204,Fixed Duration
ELEC,ELEC 4601 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,AH,Fixed Duration
ELEC,ELEC 4602 A,Dec-9-2024,09:00,180,Dec-9-2024,12:00,TB 342,Fixed Duration
ELEC,ELEC 4609 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 342,Fixed Duration
ELEC,ELEC 4704 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 210,Fixed Duration
ELEC,ELEC 4705 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,TB 217,Fixed Duration
ELEC,ELEC 4709 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AH,Fixed Duration
ELEC,ELEC 5503 F,Dec-18-2024,09:00,180,Dec-18-2024,12:00,TB 204,Fixed Duration
ENGL,ENGL 1010 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 202,Fixed Duration
ENGL,ENGL 2012 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NI 4010,Fixed Duration
ENGL,ENGL 2107 A,Dec-15-2024,17:00,180,Dec-16-2024,17:00,ON LINE,Fixed Within Range
ENGL,ENGL 2301 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,AT 101,Fixed Duration
ENGL,ENGL 2302 A,Dec-9-2024,19:00,180,Dec-9-2024,22:00,TB 236,Fixed Duration
ENGL,ENGL 2500 A,Dec-10-2024,14:00,120,Dec-10-2024,16:00,FH,Fixed Duration
ENGL,ENGL 2802 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,TB 342,Fixed Duration
ENGL,ENGL 2802 B,Dec-20-2024,14:00,120,Dec-20-2024,16:00,AT 302,Fixed Duration
ENGL,ENGL 2920 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,AT 301,Fixed Duration
ENGL,ENGL 3106 A,Dec-13-2024,14:00,180,Dec-13-2024,17:00,FH,Fixed Duration
ENGL,ENGL 3201 A,Dec-9-2024,14:00,180,Dec-9-2024,17:00,TB 340,Fixed Duration
ENGL,ENGL 3500 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 282,Fixed Duration
ENGL,ENGL 4607 A,Dec-9-2024,09:00,180,Dec-9-2024,12:00,NN 280,Fixed Duration
ENGL,FYSM 1004 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,TB 208,Fixed Duration
ENGL,FYSM 1004 C,Dec-9-2024,09:00,180,Dec-9-2024,12:00,NN 378,Fixed Duration
FED,ECOR 4995 A,Dec-20-2024,09:00,120,Dec-20-2024,11:00,AH,Fixed Duration
FED,ECOR 4995 B,Dec-20-2024,09:00,120,Dec-20-2024,11:00,AH,Fixed Duration
FED,EGEN 5202 F,Dec-19-2024,14:00,180,Dec-19-2024,17:00,CB 5109,Fixed Duration
FED,EGEN 5404 F,Dec-9-2024,19:00,180,Dec-9-2024,22:00,TB 215,Fixed Duration
FREN,FINS 2105 R,Dec-14-2024,09:00,180,Dec-14-2024,12:00,NN 231,Fixed Duration
FREN,FREN 1001 A,Dec-20-2024,09:00,120,Dec-20-2024,11:00,NN 231,Fixed Duration
FREN,FREN 1001 B,Dec-20-2024,09:00,120,Dec-20-2024,11:00,NN 231,Fixed Duration
FREN,FREN 1001 C,Dec-20-2024,09:00,120,Dec-20-2024,11:00,NN 231,Fixed Duration
FREN,FREN 1002 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 238,Fixed Duration
FREN,FREN 1002 B,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AT 302,Fixed Duration
FREN,FREN 1002 C,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AT 102,Fixed Duration
FREN,FREN 1002 D,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AT 102,Fixed Duration
FREN,FREN 1002 E,Dec-11-2024,09:00,180,Dec-11-2024,12:00,AT 302,Fixed Duration
FREN,FREN 1002 Y,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 210,Fixed Duration
FREN,FREN 1050 A,Dec-11-2024,09:00,180,Dec-11-2024,12:00,TB 340,Fixed Duration
FREN,FREN 1100 A,Dec-10-2024,09:00,150,Dec-10-2024,11:30,AT 102,Fixed Duration
FREN,FREN 1100 B,Dec-10-2024,09:00,150,Dec-10-2024,11:30,AT 102,Fixed Duration
FREN,FREN 1100 C,Dec-10-2024,09:00,150,Dec-10-2024,11:30,TB 340,Fixed Duration
FREN,FREN 1100 D,Dec-10-2024,09:00,150,Dec-10-2024,11:30,TB 342,Fixed Duration
FREN,FREN 2100 B,Dec-10-2024,09:00,180,Dec-10-2024,12:00,TB 206,Fixed Duration
FREN,FREN 2100 C,Dec-10-2024,09:00,180,Dec-10-2024,12:00,AT 302,Fixed Duration
FREN,FREN 2100 D,Dec-10-2024,09:00,180,Dec-10-2024,12:00,TB 238,Fixed Duration
FREN,FREN 2100 E,Dec-10-2024,09:00,180,Dec-10-2024,12:00,TB 208,Fixed Duration
FREN,FREN 2110 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,AT 302,Fixed Duration
FREN,FREN 2202 A,Dec-18-2024,14:00,180,Dec-18-2024,17:00,NN 279,Fixed Duration
FREN,FREN 2203 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 280,Fixed Duration
FREN,FREN 2401 B,Dec-09-2024,00:01,180,Dec-21-2024,23:59,ON LINE,Fixed Within Range
FREN,FREN 3213 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,NN 279,Fixed Duration
FREN,FREN 3412 A,Dec-09-2024,00:01,180,Dec-21-2024,23:59,ON LINE,Fixed Within Range
GEOG,ENST 2005 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,AT 101,Fixed Duration
GEOG,GEOG 1010 A,Dec-12-2024,14:00,120,Dec-12-2024,16:00,FH,Fixed Duration
GEOG,GEOG 1023 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,ON LINE,Fixed Duration
GEOG,GEOG 2005 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,AT 101,Fixed Duration
GEOG,GEOG 2014 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AH,Fixed Duration
GEOG,GEOG 2023 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,AT 102,Fixed Duration
GEOG,GEOG 2200 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,AH,Fixed Duration
GEOG,GEOG 2200 T,Dec-17-2024,09:00,180,Dec-17-2024,12:00,AH,Fixed Duration
GEOG,GEOG 3103 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,NN 280,Fixed Duration
GEOG,GEOG 3108 A,Dec-12-2024,14:00,120,Dec-12-2024,16:00,TB 208,Fixed Duration
GEOG,GEOG 3206 F,Dec-10-2024,19:00,120,Dec-10-2024,21:00,AT 302,Fixed Duration
GEOG,GEOG 4103 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,TB 236,Fixed Duration
GEOG,GEOG 4304 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
GEOL,ERTH 1006 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,AH,Fixed Duration
GEOL,ERTH 1010 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,AH,Fixed Duration
GEOL,ERTH 2102 A,Dec-12-2024,09:00,120,Dec-12-2024,11:00,TB 447,Fixed Duration
GEOL,ERTH 2105 A,Dec-18-2024,14:00,120,Dec-18-2024,16:00,NN 282,Fixed Duration
GEOL,ERTH 2401 A,Dec-09-2024,19:00,120,Dec-09-2024,21:00,ON LINE,Fixed Duration
GEOL,ERTH 2402 A,Dec-10-2024,09:00,180,Dec-10-2024,12:00,NN 231,Fixed Duration
GEOL,ERTH 2419 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,ON LINE,Fixed Duration
GEOL,ERTH 2421 A,Dec-19-2024,09:00,120,Dec-19-2024,11:00,NN 231,Fixed Duration
GEOL,ERTH 3003 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,HP 2130,Fixed Duration
GEOL,ERTH 3112 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,NN 180,Fixed Duration
GEOL,ERTH 3115 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,NN 180,Fixed Duration
GEOL,ERTH 3207 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,HP 2120,Fixed Duration
GEOL,ERTH 3405 A,Dec-10-2024,09:00,120,Dec-10-2024,11:00,TB 204,Fixed Duration
GEOL,ERTH 4107 A,Dec-09-2024,14:00,150,Dec-09-2024,16:30,NN 231,Fixed Duration
HIST,HIST 1003 A,Dec-09-2024,19:00,180,Dec-09-2024,22:00,AH,Fixed Duration
HIST,HIST 1701 A,Dec-17-2024,14:00,120,Dec-17-2024,16:00,AT 101,Fixed Duration
HIST,HIST 2204 A,Dec-18-2024,19:00,120,Dec-18-2024,21:00,NN 231,Fixed Duration
HIST,HIST 2301 A,Dec-15-2024,09:00,120,Dec-15-2024,11:00,AH,Fixed Duration
HIST,HIST 2502 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,AT 302,Fixed Duration
HIST,HIST 2902 A,Dec-16-2024,09:00,120,Dec-16-2024,11:00,AT 101,Fixed Duration
HIST,HIST 3205 A,Dec-14-2024,19:00,120,Dec-14-2024,21:00,AT 101,Fixed Duration
HIST,HIST 3305 A,Dec-11-2024,09:00,120,Dec-11-2024,11:00,FH,Fixed Duration
HIST,HIST 3708 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,TB 210,Fixed Duration
HLTH,HLTH 1000 A,Dec-16-2024,09:00,180,Dec-16-2024,12:00,AH,Fixed Duration
HLTH,HLTH 1001 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,ON LINE,Fixed Duration
HLTH,HLTH 2001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,LA B241,Fixed Duration
HLTH,HLTH 2001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,LA B250,Fixed Duration
HLTH,HLTH 2001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,RB 2308,Fixed Duration
HLTH,HLTH 2001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,RB 2311,Fixed Duration
HLTH,HLTH 2001 A,Dec-19-2024,09:00,180,Dec-19-2024,12:00,RB 3320,Fixed Duration
HLTH,HLTH 2004 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,HS Lobby,Fixed Duration
HLTH,HLTH 3104 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,AT 102,Fixed Duration
HLTH,HLTH 3303 A,Dec-09-2024,19:00,180,Dec-09-2024,22:00,NI 4010,Fixed Duration
HLTH,HLTH 3403 A,Dec-12-2024,09:00,180,Dec-12-2024,12:00,AT 102,Fixed Duration
HLTH,HLTH 3503 A,Dec-17-2024,14:00,180,Dec-17-2024,17:00,FH,Fixed Duration
HLTH,HLTH 4304 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,TB 204,Fixed Duration
HLTH,HLTH 4401 A,Dec-20-2024,14:00,180,Dec-20-2024,17:00,TB 238,Fixed Duration
HUMM,CLCV 1002 A,Dec-19-2024,14:00,120,Dec-19-2024,16:00,AH,Fixed Duration
HUMM,CLCV 2008 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,NI 4010,Fixed Duration
HUMM,CLCV 2305 A,Dec-09-2024,10:00,70,Dec-21-2024,17:00,ON LINE,Fixed Within Range
HUMM,CLCV 2305 B,Dec-09-2024,10:00,70,Dec-21-2024,17:00,ON LINE,Fixed Within Range
HUMM,CLCV 2500 A,Dec-10-2024,14:00,120,Dec-10-2024,16:00,FH,Fixed Duration
HUMM,CLCV 2902 A,Dec-16-2024,09:00,120,Dec-16-2024,11:00,AT 101,Fixed Duration
HUMM,CLCV 3306 A,Dec-17-2024,09:00,120,Dec-17-2024,11:00,NN 231,Fixed Duration
HUMM,DIGH 2200 A,Dec-14-2024,19:00,180,Dec-14-2024,22:00,AH,Fixed Duration
HUMM,GREK 1005 A,Dec-12-2024,11:00,,Dec-16-2024,11:00,ON LINE,Range
HUMM,HUMS 1000 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,FH,Fixed Duration
HUMM,HUMS 2000 A,Dec-17-2024,09:00,180,Dec-17-2024,12:00,TB 340,Fixed Duration
HUMM,HUMS 2101 A,Dec-14-2024,09:00,180,Dec-14-2024,12:00,AT 101,Fixed Duration
HUMM,HUMS 2101 A,Dec-14-2024,09:00,180,Dec-14-2024,12:00,AT 102,Fixed Duration
HUMM,HUMS 3102 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,PA 303,Fixed Duration
HUMM,HUMS 3200 A,Dec-09-2024,14:00,180,Dec-09-2024,17:00,TB 340,Fixed Duration
HUMM,LATN 1005 A,Dec-20-2024,14:00,90,Dec-20-2024,15:30,TB 206,Fixed Duration
HUMM,LATN 1005 B,Dec-19-2024,09:00,120,Dec-19-2024,11:00,TB 238,Fixed Duration
HUMM,LATN 2200 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,NN 280,Fixed Duration
HUMM,LATN 3900 A,Dec-13-2024,14:00,120,Dec-13-2024,16:00,NN 280,Fixed Duration
HUMM,MEMS 2001 A,Dec-10-2024,14:00,180,Dec-10-2024,17:00,TB 238,Fixed Duration
HUMM,RELI 2110 A,Dec-09-2024,00:01,,Dec-16-2024,23:59,ON LINE,Range
HUMM,RELI 2510 A,Dec-11-2024,09:00,150,Dec-11-2024,11:30,FH,Fixed Duration
HUMM,RELI 2800 A,Dec-09-2024,09:00,180,Dec-09-2024,12:00,ON LINE,Fixed Duration
HUMM,RELI 3220 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,TB 210,Fixed Duration
HUMM,RELI 3732 A,Dec-17-2024,09:00,120,Dec-17-2024,11:00,NN 231,Fixed Duration
IASS,CHST 4001 B,Dec-12-2024,14:00,180,Dec-12-2024,17:00,TB 238,Fixed Duration
IASS,HRSJ 2001 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,AT 101,Fixed Duration
IND,IDES 1000 A,Dec-09-2024,10:00,90,Dec-09-2024,17:00,ON LINE,Fixed Within Range
IND,IDES 2101 A,Dec-09-2024,14:00,90,Dec-09-2024,15:30,AT 301,Fixed Duration
IPIE,IPIS 5106 F,Dec-10-2024,19:00,90,Dec-10-2024,20:30,TB 230,Fixed Duration
IPIE,IPIS 5504 A,Dec-18-2024,19:00,180,Dec-18-2024,22:00,NN 282,Fixed Duration
JOUR,JOUR 2501 A,Dec-19-2024,19:00,180,Dec-19-2024,22:00,FH,Fixed Duration
JOUR,MPAD 2501 A,Dec-19-2024,19:00,180,Dec-19-2024,22:00,FH,Fixed Duration
KROE,GINS 1000 A,Dec-16-2024,14:00,180,Dec-16-2024,17:00,AT 101,Fixed Duration
KROE,GINS 1010 A,Dec-18-2024,09:00,180,Dec-18-2024,12:00,AT 301,Fixed Duration
KROE,GINS 2010 A,Dec-09-2024,09:00,120,Dec-09-2024,11:00,AH,Fixed Duration
KROE,PAPM 2001 A,Dec-19-2024,14:00,120,Dec-19-2024,16:00,LA C264,Fixed Duration
KROE,PAPM 4100 A,Dec-10-2024,17:30,180,Dec-10-2024,20:30,TB 236,Fixed Duration
KROE,POLM 3000 A,Dec-13-2024,09:00,180,Dec-13-2024,12:00,NN 231,Fixed Duration
LALS,ALDS 2204 A,Dec-10-2024,10:00,,Dec-11-2024,10:00,ON LINE,Range
LALS,ALDS 2604 A,Dec-20-2024,19:00,180,Dec-20-2024,22:00,AT 102,Fixed Duration
LALS,ALDS 3604 A,Dec-20-2024,09:00,180,Dec-20-2024,12:00,TB 208,Fixed Duration
